 GENERATE IDEAL TEXTURE FOR VPSC
 DMEAN=  0.0000000E+00   DSIGAM=   10.00000    
   86.34519       30.07880      -222.8620     1.0
   91.01413       34.71671       43.62566     1.0
  -89.00029       35.29162      -225.2753     1.0
   269.0003       35.29162       45.27528     1.0
   88.98587       34.71671      -223.6257     1.0
   100.7636       34.40860       32.54758     1.0
  -79.78062       36.50110      -229.7068     1.0
   259.7806       36.50110       49.70680     1.0
   79.23642       34.40860      -212.5476     1.0
   83.78752       36.46809       62.48540     1.0
   263.3727       33.87061      -231.9722     1.0
  -83.37265       33.87061       51.97217     1.0
   96.21248       36.46809      -242.4854     1.0
   111.9870       39.70588       13.51150     1.0
  -65.31305       34.93671      -231.4158     1.0
   245.3130       34.93671       51.41583     1.0
   68.01299       39.70588      -193.5115     1.0
   94.97668       35.78254       38.89203     1.0
  -84.85260       34.42794      -227.1822     1.0
   264.8526       34.42794       47.18221     1.0
   85.02332       35.78254      -218.8920     1.0
   113.7518       18.37166       31.50896     1.0
  -80.90649       53.43933      -239.6216     1.0
   260.9065       53.43933       59.62160     1.0
   66.24819       18.37166      -211.5090     1.0
   93.97101       42.48800       47.92368     1.0
  -84.22487       27.70042      -235.9711     1.0
   264.2249       27.70042       55.97108     1.0
   86.02899       42.48800      -227.9237     1.0
   107.6489       43.81166       27.35150     1.0
  -65.11436       29.91930      -242.1849     1.0
   245.1144       29.91930       62.18488     1.0
   72.35112       43.81166      -207.3515     1.0
   99.42509       34.74582       40.21492     1.0
  -80.85597       35.96563      -235.4047     1.0
   260.8560       35.96563       55.40466     1.0
   80.57491       34.74582      -220.2149     1.0
   89.77710       35.75949       45.05502     1.0
   269.7685       34.24094      -224.6828     1.0
  -89.76848       34.24094       44.68279     1.0
   90.22290       35.75949      -225.0550     1.0
   97.98522       36.40234       35.29012     1.0
  -81.55582       34.15348      -228.7356     1.0
   261.5558       34.15348       48.73564     1.0
   82.01478       36.40234      -215.2901     1.0
   90.02243       36.55192       46.88287     1.0
  -89.97575       33.44809      -226.9211     1.0
   269.9758       33.44809       46.92111     1.0
   89.97757       36.55192      -226.8829     1.0
   98.11444       35.23483       37.80710     1.0
  -81.90005       35.30688      -231.0745     1.0
   261.9001       35.30688       51.07448     1.0
   81.88556       35.23483      -217.8071     1.0
   87.04638       49.97179       54.17949     1.0
   263.4348       20.18752      -226.1137     1.0
  -83.43477       20.18752       46.11371     1.0
   92.95362       49.97179      -234.1795     1.0
   89.14674       39.76138       49.99989     1.0
   268.9165       30.24621      -228.4080     1.0
  -88.91653       30.24621       48.40796     1.0
   90.85326       39.76138      -229.9999     1.0
   93.95049       42.89870       30.30164     1.0
  -84.12965       27.29183      -218.4184     1.0
   264.1297       27.29183       38.41844     1.0
   86.04951       42.89870      -210.3016     1.0
   101.0494       44.62682       22.11975     1.0
  -72.72641       26.96309      -225.5230     1.0
   252.7264       26.96309       45.52298     1.0
   78.95062       44.62682      -202.1198     1.0
   98.44798       37.75213       34.25106     1.0
  -80.47142       32.91210      -228.9698     1.0
   260.4714       32.91210       48.96980     1.0
   81.55202       37.75213      -214.2511     1.0
   104.1573       37.83336       36.44324     1.0
  -74.43977       34.00410      -240.7088     1.0
   254.4398       34.00410       60.70883     1.0
   75.84273       37.83336      -216.4432     1.0
   97.90729       47.85234       28.48425     1.0
  -74.95268       23.13364      -227.6950     1.0
   254.9527       23.13364       47.69504     1.0
   82.09271       47.85234      -208.4843     1.0
   94.55241       38.44356       34.83504     1.0
  -84.62006       31.75767      -222.9817     1.0
   264.6201       31.75767       42.98166     1.0
   85.44759       38.44356      -214.8350     1.0
   90.01225       34.89370       45.06355     1.0
  -89.98782       35.10630      -225.0836     1.0
   269.9879       35.10630       45.08356     1.0
   89.98775       34.89370      -225.0636     1.0
   83.06673       28.46450       57.90730     1.0
   265.0499       41.81771      -228.1122     1.0
  -85.04990       41.81771       48.11218     1.0
   96.93327       28.46450      -237.9073     1.0
   91.85540       34.80855       45.15704     1.0
  -88.16348       35.21941      -228.1811     1.0
   268.1635       35.21941       48.18109     1.0
   88.14460       34.80855      -225.1570     1.0
   53.84727       38.85912       61.44699     1.0
   236.4648       42.06588      -185.6119     1.0
  -56.46477       42.06588       5.611885     1.0
   126.1527       38.85912      -241.4470     1.0
   88.78323       34.92139       44.08566     1.0
   268.7883       35.09070      -222.0965     1.0
  -88.78835       35.09070       42.09647     1.0
   91.21677       34.92139      -224.0857     1.0
   113.5512       33.68465       25.96647     1.0
  -69.97467       40.32752      -241.4302     1.0
   249.9747       40.32752       61.43016     1.0
   66.44881       33.68465      -205.9665     1.0
   87.47980       34.97733       46.15758     1.0
   267.4859       35.07466      -222.0342     1.0
  -87.48589       35.07466       42.03416     1.0
   92.52020       34.97733      -226.1576     1.0
   98.86960       40.26178       31.18099     1.0
  -78.69986       30.56663      -227.7344     1.0
   258.6999       30.56663       47.73441     1.0
   81.13040       40.26178      -211.1810     1.0
   90.52997       42.29607       48.02040     1.0
  -89.23293       27.70727      -229.0915     1.0
   269.2329       27.70727       49.09152     1.0
   89.47003       42.29607      -228.0204     1.0
   90.74943       31.92401       47.04790     1.0
  -89.35745       38.07994      -228.1898     1.0
   269.3575       38.07994       48.18976     1.0
   89.25057       31.92401      -227.0479     1.0
   87.08588       27.86736       53.67157     1.0
   267.9719       42.18114      -229.5917     1.0
  -87.97186       42.18114       49.59172     1.0
   92.91412       27.86736      -233.6716     1.0
   93.47983       37.78779       42.34810     1.0
  -86.01180       32.32614      -228.4711     1.0
   266.0118       32.32614       48.47107     1.0
   86.52017       37.78779      -222.3481     1.0
   90.91547       31.69891       45.88437     1.0
  -89.22398       38.30693      -227.2722     1.0
   269.2240       38.30693       47.27222     1.0
   89.08453       31.69891      -225.8844     1.0
   77.33427       36.14585       58.25508     1.0
   257.0402       35.21732      -217.3215     1.0
  -77.04016       35.21732       37.32146     1.0
   102.6657       36.14585      -238.2551     1.0
   91.59328       30.26078       40.01456     1.0
  -88.74454       39.75562      -222.3560     1.0
   268.7446       39.75562       42.35603     1.0
   88.40672       30.26078      -220.0146     1.0
   77.13642       38.68250       62.45093     1.0
   255.1597       32.90630      -219.8019     1.0
  -75.15965       32.90630       39.80186     1.0
   102.8636       38.68250      -242.4509     1.0
   93.99387       32.87498       47.17839     1.0
  -86.41835       37.24245      -233.3869     1.0
   266.4184       37.24245       53.38690     1.0
   86.00613       32.87498      -227.1784     1.0
   82.70568       40.56148       43.02283     1.0
   260.4985       30.00998      -209.2220     1.0
  -80.49850       30.00998       29.22205     1.0
   97.29432       40.56148      -223.0228     1.0
   88.25021       35.35421       48.03580     1.0
   268.2202       34.67134      -225.1446     1.0
  -88.22015       34.67134       45.14461     1.0
   91.74979       35.35421      -228.0358     1.0
   89.99734       35.38840       45.24962     1.0
   269.9973       34.61161      -225.2452     1.0
  -89.99725       34.61161       45.24522     1.0
   90.00266       35.38840      -225.2496     1.0
   84.21536       35.23895       48.45792     1.0
   264.1863       35.03755      -218.9624     1.0
  -84.18629       35.03755       38.96243     1.0
   95.78464       35.23895      -228.4579     1.0
   95.89254       23.98342       32.86234     1.0
  -86.68420       46.17707      -220.5466     1.0
   266.6842       46.17707       40.54655     1.0
   84.10746       23.98342      -212.8623     1.0
   80.16650       39.54792       50.19983     1.0
   257.9639       31.43166      -212.2761     1.0
  -77.96391       31.43166       32.27612     1.0
   99.83350       39.54792      -230.1998     1.0
   78.31424       32.43562       45.29581     1.0
   259.9578       38.53550      -207.5073     1.0
  -79.95778       38.53550       27.50729     1.0
   101.6858       32.43562      -225.2958     1.0
   81.93197       37.26812       48.72156     1.0
   261.1006       33.32394      -214.8312     1.0
  -81.10062       33.32394       34.83121     1.0
   98.06803       37.26812      -228.7216     1.0
   83.73000       36.34472       48.04938     1.0
   263.3530       33.99814      -217.4735     1.0
  -83.35297       33.99814       37.47355     1.0
   96.27000       36.34472      -228.0494     1.0
   110.9146       36.50615       37.77004     1.0
  -69.40858       37.14476      -251.5174     1.0
   249.4086       37.14476       71.51741     1.0
   69.08542       36.50615      -217.7701     1.0
   91.95877       35.67872       41.16519     1.0
  -87.97546       34.35381      -224.4281     1.0
   267.9755       34.35381       44.42812     1.0
   88.04123       35.67872      -221.1652     1.0
   84.48656       34.83242       47.97786     1.0
   264.5658       35.41384      -219.0144     1.0
  -84.56577       35.41384       39.01443     1.0
   95.51344       34.83242      -227.9779     1.0
   79.38089       34.71886       51.46506     1.0
   259.7588       36.18044      -214.4072     1.0
  -79.75879       36.18044       34.40721     1.0
   100.6191       34.71886      -231.4651     1.0
   83.69131       40.53112       56.56152     1.0
   261.7631       29.89676      -224.6054     1.0
  -81.76303       29.89676       44.60538     1.0
   96.30869       40.53112      -236.5615     1.0
   81.41368       42.07825       36.52324     1.0
   258.0031       28.77344      -199.5776     1.0
  -78.00311       28.77344       19.57762     1.0
   98.58632       42.07825      -216.5232     1.0
   83.49890       51.51498       48.83432     1.0
   254.4630       19.32155      -210.0771     1.0
  -74.46295       19.32155       30.07706     1.0
   96.50110       51.51498      -228.8343     1.0
   87.60609       34.44318       46.59793     1.0
   267.6743       35.60252      -222.7320     1.0
  -87.67424       35.60252       42.73199     1.0
   92.39391       34.44318      -226.5979     1.0
   89.61138       36.25491       44.08066     1.0
   269.5863       33.74642      -223.4233     1.0
  -89.58627       33.74642       43.42328     1.0
   90.38862       36.25491      -224.0807     1.0
   80.46761       35.31061       58.97633     1.0
   260.4976       35.43738      -223.4076     1.0
  -80.49754       35.43738       43.40764     1.0
   99.53239       35.31061      -238.9763     1.0
   87.83593       37.75122       50.27702     1.0
   267.5198       32.29282      -226.4687     1.0
  -87.51984       32.29282       46.46873     1.0
   92.16407       37.75122      -230.2770     1.0
   88.01281       36.44654       45.58325     1.0
   267.8660       33.58825      -222.2066     1.0
  -87.86598       33.58825       42.20657     1.0
   91.98719       36.44654      -225.5833     1.0
   91.95628       35.17078       42.68242     1.0
  -88.02853       34.86086      -225.8996     1.0
   268.0286       34.86086       45.89964     1.0
   88.04372       35.17078      -222.6824     1.0
   92.63977       42.24167       33.46062     1.0
  -86.19864       27.84070      -218.7779     1.0
   266.1987       27.84070       38.77792     1.0
   87.36023       42.24167      -213.4606     1.0
   109.2393       41.51469       33.48647     1.0
  -65.95859       32.41856      -248.7671     1.0
   245.9586       32.41856       68.76706     1.0
   70.76075       41.51469      -213.4865     1.0
   88.75336       35.36174       48.08325     1.0
   268.7311       34.65123      -226.0226     1.0
  -88.73108       34.65123       46.02264     1.0
   91.24664       35.36174      -228.0833     1.0
   106.6390       33.58007       23.25338     1.0
  -75.25156       38.47089      -228.8804     1.0
   255.2516       38.47089       48.88042     1.0
   73.36097       33.58007      -203.2534     1.0
   102.1345       34.14548       33.05934     1.0
  -78.69148       36.99176      -232.2241     1.0
   258.6915       36.99176       52.22412     1.0
   77.86552       34.14548      -213.0593     1.0
   93.64790       35.28214       42.60225     1.0
  -86.31062       34.82834      -228.6113     1.0
   266.3106       34.82834       48.61128     1.0
   86.35210       35.28214      -222.6022     1.0
   87.75224       42.37387       46.00685     1.0
   266.7386       27.68629      -221.4572     1.0
  -86.73859       27.68629       41.45723     1.0
   92.24776       42.37387      -226.0069     1.0
   91.08322       31.88791       40.52676     1.0
  -89.07306       38.12033      -222.1758     1.0
   269.0731       38.12033       42.17578     1.0
   88.91678       31.88791      -220.5268     1.0
   72.16858       39.40574       65.02496     1.0
   249.4807       33.68112      -213.7684     1.0
  -69.48073       33.68112       33.76845     1.0
   107.8314       39.40574      -245.0250     1.0
   89.56879       36.27551       43.91875     1.0
   269.5405       33.72612      -223.1889     1.0
  -89.54048       33.72612       43.18893     1.0
   90.43121       36.27551      -223.9187     1.0
   115.5919       36.25983       23.12299     1.0
  -66.05377       39.00971      -243.2782     1.0
   246.0538       39.00971       63.27820     1.0
   64.40806       36.25983      -203.1230     1.0
   74.73747       39.94978       53.40111     1.0
   251.6127       32.40245      -205.9092     1.0
  -71.61269       32.40245       25.90921     1.0
   105.2625       39.94978      -233.4011     1.0
   97.37734       28.03956       36.01893     1.0
  -84.85175       42.27285      -226.3524     1.0
   264.8517       42.27285       46.35236     1.0
   82.62266       28.03956      -216.0189     1.0
   95.56316       35.62531       38.84479     1.0
  -84.29807       34.63545      -228.0680     1.0
   264.2981       34.63545       48.06804     1.0
   84.43684       35.62531      -218.8448     1.0
   98.39248       38.54406       39.06978     1.0
  -80.15608       32.13778      -234.0108     1.0
   260.1561       32.13778       54.01076     1.0
   81.60752       38.54406      -219.0698     1.0
   69.39799       24.21955       78.42490     1.0
   258.7491       47.71986      -231.8792     1.0
  -78.74915       47.71986       51.87920     1.0
   110.6020       24.21955      -258.4249     1.0
   89.80749       34.80621       45.70233     1.0
   269.8093       35.19410      -225.3884     1.0
  -89.80933       35.19410       45.38844     1.0
   90.19251       34.80621      -225.7023     1.0
   89.53655       33.00484       44.96579     1.0
   269.5805       36.99676      -224.2421     1.0
  -89.58049       36.99676       44.24208     1.0
   90.46345       33.00484      -224.9658     1.0
   109.3963       36.57936       29.56586     1.0
  -70.61128       36.59529      -241.1312     1.0
   250.6113       36.59529       61.13118     1.0
   70.60374       36.57936      -209.5659     1.0
   90.02477       35.02543       45.01282     1.0
  -89.97519       34.97458      -225.0534     1.0
   269.9752       34.97458       45.05342     1.0
   89.97523       35.02543      -225.0128     1.0
   85.64807       35.38701       46.69151     1.0
   265.5808       34.77094      -219.5088     1.0
  -85.58080       34.77094       39.50883     1.0
   94.35193       35.38701      -226.6915     1.0
   88.22964       37.67321       48.27689     1.0
   267.9782       32.35616      -225.1674     1.0
  -87.97820       32.35616       45.16736     1.0
   91.77036       37.67321      -228.2769     1.0
   92.81117       34.96394       43.11168     1.0
  -87.19838       35.10069      -227.7088     1.0
   267.1984       35.10069       47.70882     1.0
   87.18883       34.96394      -223.1117     1.0
   94.77058       38.22953       38.67926     1.0
  -84.42509       31.98902      -227.1626     1.0
   264.4251       31.98902       47.16258     1.0
   85.22942       38.22953      -218.6793     1.0
   89.20978       34.32268       44.90337     1.0
   269.2361       35.68228      -223.6302     1.0
  -89.23611       35.68228       43.63023     1.0
   90.79022       34.32268      -224.9034     1.0
   89.62663       34.84462       45.86368     1.0
   269.6295       35.15652      -225.2543     1.0
  -89.62953       35.15652       45.25435     1.0
   90.37337       34.84462      -225.8637     1.0
   100.3101       36.58981       41.63919     1.0
  -79.09845       34.33989      -238.9852     1.0
   259.0984       34.33989       58.98518     1.0
   79.68993       36.58981      -221.6392     1.0
   90.94851       35.00349       44.17690     1.0
  -89.05148       35.00390      -225.7308     1.0
   269.0515       35.00390       45.73082     1.0
   89.05149       35.00349      -224.1769     1.0
   90.28044       34.91460       45.07112     1.0
  -89.72073       35.08604      -225.5296     1.0
   269.7208       35.08604       45.52960     1.0
   89.71956       34.91460      -225.0711     1.0
   89.47234       34.51292       44.09581     1.0
   269.4850       35.48931      -223.2417     1.0
  -89.48502       35.48931       43.24171     1.0
   90.52766       34.51292      -224.0958     1.0
   85.80350       31.47714       45.08388     1.0
   266.4920       38.64372      -218.7619     1.0
  -86.49200       38.64372       38.76192     1.0
   94.19650       31.47714      -225.0839     1.0
   105.9480       33.00830       41.62175     1.0
  -76.18866       38.82904      -245.9393     1.0
   256.1887       38.82904       65.93929     1.0
   74.05205       33.00830      -221.6217     1.0
   96.77769       49.36518       33.93505     1.0
  -75.81094       21.43043      -231.6046     1.0
   255.8109       21.43043       51.60463     1.0
   83.22231       49.36518      -213.9351     1.0
   101.8215       30.47393       41.34904     1.0
  -80.78076       40.42747      -238.6180     1.0
   260.7808       40.42747       58.61801     1.0
   78.17854       30.47393      -221.3490     1.0
   88.37296       40.38605       44.22859     1.0
   267.8683       29.64241      -221.1362     1.0
  -87.86827       29.64241       41.13620     1.0
   91.62704       40.38605      -224.2286     1.0
   92.36137       40.04147       40.22713     1.0
  -86.96269       30.01739      -224.6659     1.0
   266.9627       30.01739       44.66591     1.0
   87.63863       40.04147      -220.2271     1.0
   88.64030       37.13893       46.92746     1.0
   268.4877       32.87793      -224.5733     1.0
  -88.48772       32.87793       44.57333     1.0
   91.35970       37.13893      -226.9275     1.0
   81.08341       25.58409       39.60846     1.0
   264.5508       44.81596      -207.6827     1.0
  -84.55080       44.81596       27.68274     1.0
   98.91659       25.58409      -219.6085     1.0
   89.65957       34.41086       45.64125     1.0
   269.6694       35.59008      -225.0916     1.0
  -89.66942       35.59008       45.09157     1.0
   90.34043       34.41086      -225.6413     1.0
   89.79069       35.07917       45.50775     1.0
   269.7899       34.92120      -225.1642     1.0
  -89.78984       34.92120       45.16417     1.0
   90.20931       35.07917      -225.5078     1.0
   89.00372       32.79829       41.79897     1.0
   269.1076       37.20902      -220.2507     1.0
  -89.10759       37.20902       40.25070     1.0
   90.99628       32.79829      -221.7990     1.0
   77.55233       24.66968       59.57188     1.0
   262.8236       46.06845      -223.2370     1.0
  -82.82359       46.06845       43.23695     1.0
   102.4477       24.66968      -239.5719     1.0
   83.43336       42.55262       38.77931     1.0
   260.5061       27.96119      -205.5298     1.0
  -80.50609       27.96119       25.52979     1.0
   96.56664       42.55262      -218.7793     1.0
   85.57227       19.76013       64.27112     1.0
   268.0563       50.31052      -238.8616     1.0
  -88.05626       50.31052       58.86157     1.0
   94.42773       19.76013      -244.2711     1.0
   84.04382       35.34922       47.20235     1.0
   263.9837       34.94546      -217.4009     1.0
  -83.98369       34.94546       37.40086     1.0
   95.95618       35.34922      -227.2023     1.0
   96.18439       30.71459       47.61258     1.0
  -85.04138       39.53749      -236.7628     1.0
   265.0414       39.53749       56.76280     1.0
   83.81561       30.71459      -227.6126     1.0
   89.64559       36.26628       45.85265     1.0
   269.6225       33.73481      -225.2530     1.0
  -89.62247       33.73481       45.25296     1.0
   90.35441       36.26628      -225.8526     1.0
   107.5193       38.35952       33.18325     1.0
  -70.73251       34.48174      -243.1600     1.0
   250.7325       34.48174       63.15996     1.0
   72.48074       38.35952      -213.1833     1.0
   88.86438       33.96699       47.42871     1.0
   268.9217       36.04306      -225.6149     1.0
  -88.92166       36.04306       45.61491     1.0
   91.13562       33.96699      -227.4287     1.0
   91.22965       34.95867       43.91679     1.0
  -88.77325       35.05371      -225.9289     1.0
   268.7733       35.05371       45.92891     1.0
   88.77035       34.95867      -223.9168     1.0
   92.64200       37.45867       41.43929     1.0
  -87.01776       32.60598      -226.0499     1.0
   267.0178       32.60598       46.04991     1.0
   87.35800       37.45867      -221.4393     1.0
   85.74422       45.89621       51.07439     1.0
   262.5781       24.36351      -221.3423     1.0
  -82.57805       24.36351       41.34232     1.0
   94.25578       45.89621      -231.0744     1.0
   107.2015       30.20204       45.94926     1.0
  -77.06573       41.65487      -250.6651     1.0
   257.0657       41.65487       70.66507     1.0
   72.79848       30.20204      -225.9493     1.0
   127.2452       28.35102       23.64822     1.0
  -67.61130       48.98764      -252.5613     1.0
   247.6113       48.98764       72.56131     1.0
   52.75476       28.35102      -203.6482     1.0
   80.88474       39.39527       43.41090     1.0
   258.8868       31.44201      -206.8290     1.0
  -78.88675       31.44201       26.82903     1.0
   99.11526       39.39527      -223.4109     1.0
   90.15298       35.45910       44.45416     1.0
  -89.84348       34.54110      -224.7077     1.0
   269.8435       34.54110       44.70770     1.0
   89.84702       35.45910      -224.4542     1.0
   93.29396       51.45347       44.69102     1.0
  -81.96928       18.76403      -234.3541     1.0
   261.9693       18.76403       54.35406     1.0
   86.70604       51.45347      -224.6910     1.0
   90.94517       36.93236       41.14070     1.0
  -88.95935       33.07572      -222.7683     1.0
   268.9594       33.07572       42.76828     1.0
   89.05483       36.93236      -221.1407     1.0
   80.74821       35.28422       54.56914     1.0
   260.7793       35.41995      -219.4591     1.0
  -80.77931       35.41995       39.45909     1.0
   99.25179       35.28422      -234.5691     1.0
   85.91188       55.54208       60.85570     1.0
   256.7882       14.90361      -225.7578     1.0
  -76.78818       14.90361       45.75775     1.0
   94.08812       55.54208      -240.8557     1.0
   90.20127       38.39001       48.37897     1.0
  -89.76154       31.61039      -228.7398     1.0
   269.7615       31.61039       48.73981     1.0
   89.79873       38.39001      -228.3790     1.0
   57.58652       41.33413       68.15047     1.0
   235.4893       38.67155      -194.4333     1.0
  -55.48933       38.67155       14.43331     1.0
   122.4135       41.33413      -248.1505     1.0
   83.27646       29.31606       43.71622     1.0
   264.9833       40.96129      -214.0548     1.0
  -84.98332       40.96129       34.05479     1.0
   96.72354       29.31606      -223.7162     1.0
   90.30706       31.17378       44.60666     1.0
  -89.74649       38.82687      -225.0669     1.0
   269.7465       38.82687       45.06688     1.0
   89.69294       31.17378      -224.6067     1.0
   94.16336       32.54797       40.22719     1.0
  -86.32774       37.57756      -226.6503     1.0
   266.3278       37.57756       46.65028     1.0
   85.83664       32.54797      -220.2272     1.0
   90.11358       26.19633       38.94945     1.0
  -89.92755       43.80372      -219.1036     1.0
   269.9276       43.80372       39.10364     1.0
   89.88642       26.19633      -218.9494     1.0
   86.47855       52.25421       42.46858     1.0
   260.9610       18.00765      -211.7081     1.0
  -80.96097       18.00765       31.70815     1.0
   93.52145       52.25421      -222.4686     1.0
   91.17041       37.36497       41.67116     1.0
  -88.68327       32.64766      -223.7102     1.0
   268.6833       32.64766       43.71016     1.0
   88.82959       37.36497      -221.6712     1.0
   88.60087       36.19987       44.36569     1.0
   268.5152       33.81717      -222.0029     1.0
  -88.51521       33.81717       42.00290     1.0
   91.39913       36.19987      -224.3657     1.0
   98.47498       35.01993       31.35982     1.0
  -81.63882       35.56434      -225.1349     1.0
   261.6389       35.56434       45.13489     1.0
   81.52502       35.01993      -211.3598     1.0
   97.80591       31.29660       28.56159     1.0
  -83.57915       39.11602      -220.2328     1.0
   263.5792       39.11602       40.23282     1.0
   82.19409       31.29660      -208.5616     1.0
   94.06583       39.54910       41.70784     1.0
  -84.91492       30.62073      -229.2240     1.0
   264.9149       30.62073       49.22404     1.0
   85.93417       39.54910      -221.7078     1.0
   89.88761       34.89870       45.29253     1.0
   269.8882       35.10139      -225.1089     1.0
  -89.88817       35.10139       45.10887     1.0
   90.11239       34.89870      -225.2925     1.0
   90.13911       35.35638       45.00790     1.0
  -89.85838       34.64378      -225.2379     1.0
   269.8584       34.64378       45.23787     1.0
   89.86089       35.35638      -225.0079     1.0
   90.73808       37.26794       43.23903     1.0
  -89.17352       32.73706      -224.5216     1.0
   269.1735       32.73706       44.52161     1.0
   89.26192       37.26794      -223.2390     1.0
   91.27174       38.55492       46.08731     1.0
  -88.48125       31.46094      -228.3774     1.0
   268.4813       31.46094       48.37743     1.0
