 GENERATE IDEAL TEXTURE FOR VPSC
 DMEAN=  0.0000000E+00   DSIGAM=   10.00000    
  -31.81342       41.02953       75.93564     1.0
   211.8134       41.02953      -255.9356     1.0
   142.2307       49.04751       80.15648     1.0
   54.91197       51.50035       89.82138     1.0
  -11.82092       42.62302       59.98396     1.0
   191.8209       42.62302      -239.9840     1.0
   125.0880       51.50035      -269.8214     1.0
   38.05038       32.56963       76.17413     1.0
  -33.05315       57.48222      -259.7923     1.0
   213.0532       57.48222       79.79233     1.0
   141.9496       32.56963      -256.1741     1.0
   23.36714       39.15742       87.76843     1.0
  -44.32497       51.79456      -252.8997     1.0
   224.3250       51.79456       72.89972     1.0
   156.6329       39.15742      -267.7684     1.0
   35.91512       43.60003       88.44884     1.0
  -34.12864       46.40693      -269.7124     1.0
   214.1286       46.40693       89.71243     1.0
   144.0849       43.60003      -268.4489     1.0
   43.15710       41.88131       86.00336     1.0
  -27.74947       48.63637       83.09927     1.0
   207.7495       48.63637      -263.0993     1.0
   136.8429       41.88131      -266.0034     1.0
   31.94524       47.18446      -266.5872     1.0
  -38.29185       42.90334      -268.9231     1.0
   218.2919       42.90334       88.92308     1.0
   148.0547       47.18446       86.58719     1.0
   35.64457       45.01628       89.85857     1.0
  -34.35509       44.98734       89.22966     1.0
   214.3551       44.98734      -269.2297     1.0
   144.3554       45.01628      -269.8586     1.0
   43.19377       55.52076       78.42859     1.0
  -23.27578       35.32193       87.30066     1.0
   203.2758       35.32193      -267.3007     1.0
   136.8062       55.52076      -258.4286     1.0
   31.42865       46.23230      -264.3491     1.0
  -38.72072       43.88373       89.50467     1.0
   218.7207       43.88373      -269.5047     1.0
   148.5714       46.23230       84.34904     1.0
   40.05585       42.26799       85.26099     1.0
  -30.42042       47.93430       87.92143     1.0
   210.4204       47.93430      -267.9214     1.0
   139.9442       42.26799      -265.2610     1.0
   34.36625       29.98391       89.45558     1.0
  -35.36563       60.01812      -268.7239     1.0
   215.3656       60.01812       88.72392     1.0
   145.6337       29.98391      -269.4556     1.0
   35.56559       41.45436      -267.3412     1.0
  -34.50043       48.54811       86.58658     1.0
   214.5004       48.54811      -266.5866     1.0
   144.4344       41.45436       87.34119     1.0
   38.73261       46.64993       84.22569     1.0
  -31.05500       43.47868      -269.6546     1.0
   211.0550       43.47868       89.65460     1.0
   141.2674       46.64993      -264.2257     1.0
   30.17494       43.20343      -267.1706     1.0
  -39.51683       46.98697      -266.2238     1.0
   219.5168       46.98697       86.22375     1.0
   149.8251       43.20343       87.17058     1.0
   44.59950       47.80015       87.08272     1.0
  -24.57909       43.07728       78.78487     1.0
   204.5791       43.07728      -258.7849     1.0
   135.4005       47.80015      -267.0827     1.0
   49.29966       45.57513       76.20601     1.0
  -20.85583       46.20803       83.78525     1.0
   200.8558       46.20803      -263.7852     1.0
   130.7003       45.57513      -256.2060     1.0
   39.31684       33.26435      -269.4555     1.0
  -32.17317       56.84221       84.29691     1.0
   212.1732       56.84221      -264.2969     1.0
   140.6832       33.26435       89.45547     1.0
   30.95395       36.97730       88.16597     1.0
  -38.04100       53.13015      -263.1060     1.0
   218.0410       53.13015       83.10602     1.0
   149.0461       36.97730      -268.1660     1.0
   38.18890       47.25388       84.43842     1.0
  -31.55573       42.84201      -269.1309     1.0
   211.5557       42.84201       89.13094     1.0
   141.8111       47.25388      -264.4384     1.0
   41.61607       41.01144       84.07263     1.0
  -29.27828       49.31955       87.18867     1.0
   209.2783       49.31955      -267.1887     1.0
   138.3839       41.01144      -264.0726     1.0
   30.90324       42.43596      -265.8513     1.0
  -38.73708       47.69775      -268.6057     1.0
   218.7371       47.69775       88.60565     1.0
   149.0968       42.43596       85.85130     1.0
   38.32858       43.38852      -267.9113     1.0
  -31.85850       46.70279       83.33559     1.0
   211.8585       46.70279      -263.3356     1.0
   141.6714       43.38852       87.91130     1.0
   38.29076       46.80660       88.02113     1.0
  -31.50117       43.29394       87.17703     1.0
   211.5012       43.29394      -267.1770     1.0
   141.7092       46.80660      -268.0211     1.0
   32.06191       40.70742       87.78204     1.0
  -37.52506       49.35736      -263.9087     1.0
   217.5251       49.35736       83.90871     1.0
   147.9381       40.70742      -267.7820     1.0
   30.28748       47.96037      -256.7451     1.0
  -40.20624       42.25401       83.76309     1.0
   220.2063       42.25401      -263.7631     1.0
   149.7125       47.96037       76.74513     1.0
   32.60579       28.54132       83.03873     1.0
  -36.30157       61.48589      -260.3138     1.0
   216.3016       61.48589       80.31378     1.0
   147.3942       28.54132      -263.0387     1.0
   35.65580       46.25738       89.36258     1.0
  -34.31481       43.74653       89.68898     1.0
   214.3148       43.74653      -269.6890     1.0
   144.3442       46.25738      -269.3626     1.0
   48.39109       53.49597       87.27148     1.0
  -17.62305       38.55954       70.91734     1.0
   197.6231       38.55954      -250.9173     1.0
   131.6089       53.49597      -267.2715     1.0
   18.34396       41.44361      -259.5016     1.0
  -49.20233       50.64585      -258.7408     1.0
   229.2023       50.64585       78.74075     1.0
   161.6560       41.44361       79.50162     1.0
   30.25884       40.80949       89.98999     1.0
  -39.08223       49.35958      -263.7366     1.0
   219.0822       49.35958       83.73657     1.0
   149.7411       40.80949      -269.9900     1.0
   34.47464       45.48513      -269.9728     1.0
  -35.53431       44.51732      -269.2779     1.0
   215.5343       44.51732       89.27786     1.0
   145.5254       45.48513       89.97279     1.0
   37.79732       45.62773       89.65730     1.0
  -32.14419       44.44202       86.34590     1.0
   212.1442       44.44202      -266.3459     1.0
   142.2027       45.62773      -269.6573     1.0
   34.13786       51.19039       85.69553     1.0
  -36.07173       38.81767      -264.3201     1.0
   216.0717       38.81767       84.32010     1.0
   145.8621       51.19039      -265.6955     1.0
   35.28996       46.14470       88.48058     1.0
  -34.69821       43.85606      -268.8990     1.0
   214.6982       43.85606       88.89906     1.0
   144.7100       46.14470      -268.4806     1.0
   49.25274       44.87232       71.89534     1.0
  -21.22802       46.85770       88.38499     1.0
   201.2280       46.85770      -268.3850     1.0
   130.7473       44.87232      -251.8953     1.0
   25.25719       60.69695      -259.0473     1.0
  -51.77907       30.74332      -261.6207     1.0
   231.7791       30.74332       81.62067     1.0
   154.7428       60.69695       79.04733     1.0
   34.65728       44.89924      -269.2867     1.0
  -35.34151       45.10178       89.77054     1.0
   215.3415       45.10178      -269.7705     1.0
   145.3427       44.89924       89.28671     1.0
   35.75541       42.53204       87.42958     1.0
  -34.30706       47.47252      -268.4547     1.0
   214.3071       47.47252       88.45465     1.0
   144.2446       42.53204      -267.4296     1.0
   35.96886       47.49978      -268.1859     1.0
  -33.94283       42.50916       86.75195     1.0
   213.9428       42.50916      -266.7520     1.0
   144.0311       47.49978       88.18588     1.0
   43.28565       51.49839       89.36937     1.0
  -24.73174       39.24735       77.46431     1.0
   204.7318       39.24735      -257.4643     1.0
   136.7144       51.49839      -269.3694     1.0
   21.49310       43.96391      -266.4025     1.0
  -47.69479       47.54549      -255.1425     1.0
   227.6948       47.54549       75.14250     1.0
   158.5069       43.96391       86.40247     1.0
   27.01019       51.07166      -264.9305     1.0
  -44.76419       39.61190      -262.4775     1.0
   224.7642       39.61190       82.47752     1.0
   152.9898       51.07166       84.93056     1.0
   35.25719       44.51550      -269.1157     1.0
  -34.74712       45.48507       88.75504     1.0
   214.7471       45.48507      -268.7550     1.0
   144.7428       44.51550       89.11569     1.0
   34.11746       44.15397      -263.7268     1.0
  -35.85675       45.85263       84.95680     1.0
   215.8568       45.85263      -264.9568     1.0
   145.8825       44.15397       83.72681     1.0
   26.15562       36.01730      -260.9417     1.0
  -41.37790       54.47645      -268.1691     1.0
   221.3779       54.47645       88.16905     1.0
   153.8444       36.01730       80.94164     1.0
   29.82375       49.22161      -267.4537     1.0
  -40.97144       41.04856      -264.6498     1.0
   220.9714       41.04856       84.64980     1.0
   150.1762       49.22161       87.45369     1.0
   34.35199       45.06515      -269.9882     1.0
  -35.64944       44.93851      -269.0944     1.0
   215.6494       44.93851       89.09441     1.0
   145.6480       45.06515       89.98814     1.0
   44.32729       45.34425       76.63538     1.0
  -25.68453       45.41733      -269.7886     1.0
   205.6845       45.41733       89.78859     1.0
   135.6727       45.34425      -256.6354     1.0
   34.44912       45.32069      -269.8913     1.0
  -35.55705       44.68199      -269.3253     1.0
   215.5571       44.68199       89.32529     1.0
   145.5509       45.32069       89.89128     1.0
   37.81251       51.24682       82.61682     1.0
  -31.50184       38.83909      -267.1043     1.0
   211.5018       38.83909       87.10428     1.0
   142.1875       51.24682      -262.6168     1.0
  -1.121284       42.90343      -234.8439     1.0
  -63.71655       56.63971      -260.2627     1.0
   243.7166       56.63971       80.26270     1.0
   181.1213       42.90343       54.84387     1.0
   47.52644       36.20557       79.16272     1.0
  -25.97833       54.78659       85.44250     1.0
   205.9783       54.78659      -265.4425     1.0
   132.4736       36.20557      -259.1627     1.0
   39.74523       51.41431      -269.4388     1.0
  -29.08064       38.83117       81.85759     1.0
   209.0807       38.83117      -261.8576     1.0
   140.2548       51.41431       89.43884     1.0
   38.87212       44.66475       85.95004     1.0
  -31.18150       45.46436       88.61378     1.0
   211.1815       45.46436      -268.6138     1.0
   141.1279       44.66475      -265.9500     1.0
   24.85117       42.46295      -261.8698     1.0
  -44.16028       48.35218      -264.4909     1.0
   224.1603       48.35218       84.49089     1.0
   155.1488       42.46295       81.86984     1.0
   34.39396       45.37501       89.58786     1.0
  -35.61398       44.62824      -268.7252     1.0
   215.6140       44.62824       88.72514     1.0
   145.6060       45.37501      -269.5879     1.0
   36.70191       49.00569       89.64847     1.0
  -33.04282       41.02338       87.75810     1.0
   213.0428       41.02338      -267.7581     1.0
   143.2981       49.00569      -269.6485     1.0
   12.12435       35.00475      -265.3033     1.0
  -50.22919       58.09398      -247.4440     1.0
   230.2292       58.09398       67.44397     1.0
   167.8756       35.00475       85.30331     1.0
   35.82388       43.90112      -268.8530     1.0
  -34.20721       46.10458       87.70961     1.0
   214.2072       46.10458      -267.7096     1.0
   144.1761       43.90112       88.85297     1.0
   51.37762       47.81480       66.27924     1.0
  -17.71764       44.69081      -269.9156     1.0
   197.7177       44.69081       89.91559     1.0
   128.6224       47.81480      -246.2792     1.0
   34.91879       45.79100      -268.1895     1.0
  -35.08347       44.20905       88.30595     1.0
   215.0835       44.20905      -268.3060     1.0
   145.0812       45.79100       88.18948     1.0
   55.93336       32.91481       86.65811     1.0
  -21.97830       59.50084       68.84428     1.0
   201.9783       59.50084      -248.8443     1.0
   124.0666       32.91481      -266.6581     1.0
   35.71808       47.17376      -269.5983     1.0
  -34.22532       42.83110       88.54202     1.0
   214.2253       42.83110      -268.5420     1.0
   144.2819       47.17376       89.59828     1.0
   47.37726       55.18783       79.88763     1.0
  -17.86723       36.68374       79.08571     1.0
   197.8672       36.68374      -259.0857     1.0
   132.6227       55.18783      -259.8876     1.0
   45.45271       38.07630       78.72130     1.0
  -26.91055       52.66487       88.08894     1.0
   206.9106       52.66487      -268.0889     1.0
   134.5473       38.07630      -258.7213     1.0
   31.30288       48.05671      -269.1335     1.0
  -39.10434       42.07582      -265.3447     1.0
   219.1044       42.07582       85.34467     1.0
   148.6971       48.05671       89.13347     1.0
   35.13269       44.36121      -269.4737     1.0
  -34.87022       45.63895       89.28813     1.0
   214.8702       45.63895      -269.2881     1.0
   144.8673       44.36121       89.47371     1.0
   34.77685       43.93767      -269.8729     1.0
  -35.21501       46.06274      -269.8172     1.0
   215.2150       46.06274       89.81720     1.0
   145.2231       43.93767       89.87288     1.0
   17.44286       43.06549      -258.8762     1.0
  -50.74553       49.38106      -257.7074     1.0
   230.7455       49.38106       77.70737     1.0
   162.5571       43.06549       78.87621     1.0
   34.99946       46.09669      -267.6867     1.0
  -35.00056       43.90331       87.68750     1.0
   215.0006       43.90331      -267.6875     1.0
   145.0005       46.09669       87.68672     1.0
   32.86687       45.96656      -269.0550     1.0
  -37.20474       44.07449      -267.8776     1.0
   217.2048       44.07449       87.87758     1.0
   147.1331       45.96656       89.05499     1.0
   31.96619       44.72330      -266.4283     1.0
  -38.00049       45.35617      -269.3057     1.0
   218.0005       45.35617       89.30568     1.0
   148.0338       44.72330       86.42836     1.0
   16.17271       36.55606      -253.5034     1.0
  -48.45708       55.68507      -263.4973     1.0
   228.4571       55.68507       83.49724     1.0
   163.8273       36.55606       73.50337     1.0
   32.94706       46.71196      -267.2776     1.0
  -37.17791       43.32706      -269.7297     1.0
   217.1779       43.32706       89.72969     1.0
   147.0529       46.71196       87.27766     1.0
   40.21601       43.68051       83.64911     1.0
  -30.03819       46.54564       89.15657     1.0
   210.0382       46.54564      -269.1566     1.0
   139.7840       43.68051      -263.6491     1.0
   35.87206       46.85956      -267.9530     1.0
  -34.06952       43.14753       86.67778     1.0
   214.0695       43.14753      -266.6778     1.0
   144.1279       46.85956       87.95300     1.0
   42.19802       53.29770       79.15860     1.0
  -25.45849       37.30381       88.90944     1.0
   205.4585       37.30381      -268.9094     1.0
   137.8020       53.29770      -259.1586     1.0
   37.76019       43.02710       89.11726     1.0
  -32.42635       47.03491       87.10953     1.0
   212.4264       47.03491      -267.1095     1.0
   142.2398       43.02710      -269.1172     1.0
   60.50202       31.68015       61.79964     1.0
  -20.12016       61.70517       88.92783     1.0
   200.1202       61.70517      -268.9278     1.0
   119.4980       31.68015      -241.7996     1.0
   36.93322       46.93345       87.10811     1.0
  -32.93298       43.10143      -269.9380     1.0
   212.9330       43.10143       89.93799     1.0
   143.0668       46.93345      -267.1081     1.0
   37.00379       44.59111      -269.9508     1.0
  -33.02578       45.44342       87.13811     1.0
   213.0258       45.44342      -267.1381     1.0
   142.9962       44.59111       89.95078     1.0
   17.30438       40.70629      -251.1801     1.0
  -49.65497       51.58714      -265.9945     1.0
   229.6550       51.58714       85.99448     1.0
   162.6956       40.70629       71.18008     1.0
   38.06639       40.52775       88.05531     1.0
  -32.38155       49.54234       87.91325     1.0
   212.3816       49.54234      -267.9133     1.0
   141.9336       40.52775      -268.0553     1.0
   30.30211       43.65767       83.43707     1.0
  -39.46864       46.52572      -256.9568     1.0
   219.4687       46.52572       76.95677     1.0
   149.6979       43.65767      -263.4371     1.0
   34.05070       44.55613      -269.6084     1.0
  -35.93457       45.45160      -269.0594     1.0
   215.9346       45.45160       89.05946     1.0
   145.9493       44.55613       89.60841     1.0
   38.93121       45.27204       85.17647     1.0
  -31.04070       44.86389       89.24626     1.0
   211.0407       44.86389      -269.2463     1.0
   141.0688       45.27204      -265.1765     1.0
   38.56200       50.55700      -262.4049     1.0
  -30.68117       39.57734       76.80881     1.0
   210.6812       39.57734      -256.8088     1.0
   141.4380       50.55700       82.40488     1.0
   39.03615       51.00565       88.04520     1.0
  -30.03136       39.16955       85.55659     1.0
   210.0314       39.16955      -265.5566     1.0
